AREATYPE, AREA, AREANAME, SOCCODE, SOCTITLE, SOCDESC, EMPLOYMENT,MEAN, MEDIAN, ENTRYWG, EXPERIENCE
10,000006,"Mohawk Valley", 29-1218,"Obstetricians and Gynecologists","Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.","n/a",281060.35,"n/a",172355.21,"n/a"
10,000006,"Mohawk Valley", 29-1221,"Pediatricians, General","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed. Excludes Family Medicine Physicians (29-1215) and General Internal Medicine Physicians (29-1216).",50,267668.02,210848.68,151582.6,325711.75
10,000006,"Mohawk Valley", 29-1223,"Psychiatrists","Diagnose, treat, and help prevent mental disorders. Excludes Clinical and Counseling Psychologists (19-3033) and School Psychologists (19-3034).",50,261006.77,"n/a",149812.78,"n/a"
10,000006,"Mohawk Valley", 29-1224,"Radiologists","Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.","n/a",403083.88,"n/a",191274.79,"n/a"
10,000006,"Mohawk Valley", 29-1229,"Physicians, All Other","All physicians not listed separately.",130,255006,196541.13,114785.01,325115.99
10,000006,"Mohawk Valley", 29-1249,"Surgeons, All Other","All surgeons not listed separately. Excludes Oral and Maxillofacial Surgeons (29-1022).","n/a",351618.19,"n/a",217084.67,"n/a"
10,000006,"Mohawk Valley", 29-1292,"Dental Hygienists","Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.",290,87950,85314.26,74928.47,94461.28
10,000006,"Mohawk Valley", 29-2010,"Clinical Laboratory Technologists and Technicians","This occupation includes the 2018 SOC occupations 29-2011 Medical and Clinical Laboratory Technologists and 29-2012 Medical and Clinical Laboratory Technicians.",290,75990.57,78569.82,45176.28,91397.21
10,000006,"Mohawk Valley", 29-2032," Diagnostic Medical Sonographers","Produce ultrasonic recordings of internal organs for use by physicians.",150,91294.49,89544.18,76889.35,98497.06
10,000006,"Mohawk Valley", 29-2033," Nuclear Medicine Technologists","Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment.  Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists.  Subject patients to radiation.  Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.","n/a",105028.88,101191.34,87680.88,113703.39
10,000006,"Mohawk Valley", 29-2034," Radiologic Technologists","Take x rays and CAT scans or administer nonradioactive materials into patient's blood stream for diagnostic purposes.  Includes technologists who specialize in other scanning modalities.  Excludes Diagnostic Medical Sonographers(29-2032) and Magnetic Resonance Imaging Technologists (29-2035).",350,80206.11,81811.59,60869.5,89873.9
10,000006,"Mohawk Valley", 29-2035," Magnetic Resonance Imaging Technologists","Operate Magnetic Resonance Imaging (MRI) scanners.  Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures.  May administer gadolinium contrast dosage intravenously.  May interview patient, explain MRI procedures, and position patient on examining table.  May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",70,89494.87,87992.11,73795.5,97344.56
10,000006,"Mohawk Valley", 29-2042,"Emergency Medical Technicians","Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities. Excludes Paramedics (29-2043), Firefighters (33-2011), and Ambulance Drivers and Attendants, Except Emergency Medical Technicians (53-3011).",360,41583.22,40237.62,36785.27,43981.68
10,000006,"Mohawk Valley", 29-2043,"Paramedics","Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals. Excludes Emergency Medical Technicians (29-2042) and Ambulance Drivers and Attendants, Except Emergency Medical Technicians (53-3011).",140,60632.22,60347.69,52964.34,64466.67
10,000006,"Mohawk Valley", 29-2051," Dietetic Technicians","Assist in the provision of food service and nutritional programs, under the supervision of a dietitian.  May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",50,46469.5,43207.18,35127.41,52140.55
10,000006,"Mohawk Valley", 29-2052," Pharmacy Technicians","Prepare medications under the direction of a pharmacist.  May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",580,41687.99,38217.16,34741.19,45161.9
10,000006,"Mohawk Valley", 29-2055," Surgical Technologists","Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel.  May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeon's assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",70,65301.77,65122.01,51027.09,72438.6
10,000006,"Mohawk Valley", 29-2056," Veterinary Technologists and Technicians","Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals.  Prepare vaccines and serums for prevention of diseases.  Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts.  Clean and sterilize instruments and materials and maintain equipment and machines.  May assist a veterinarian during surgery.",140,52052.21,50084.14,45402.26,55377.18
10,000006,"Mohawk Valley", 29-2057," Ophthalmic Medical Technicians","Assist ophthalmologists by performing ophthalmic clinical functions.  May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",90,43847.12,46018.57,36224.43,47658.97
10,000006,"Mohawk Valley", 29-2061," Licensed Practical and Licensed Vocational Nurses","Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions.  May work under the supervision of a registered nurse.  Licensing required.",1430,59549.58,59325.65,50902.8,63872.96
10,000006,"Mohawk Valley", 29-2072,"Medical Records Specialists","Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders. Excludes Health Information Technologists and Medical Registrars (29-9021) and File Clerks (43-4071).",170,50023.53,47661.03,37216.69,56426.96
10,000006,"Mohawk Valley", 29-2081," Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification.  Assist client with inserting, removing, and caring for contact lenses.  Assist client with selecting frames.  Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription.  Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames.  Verify exactness of finished lens spectacles.  Adjust frame and lens position to fit client.  May shape or reshape frames.  Includes contact lens opticians.",80,62448.27,62429.78,45993.92,70675.96
10,000006,"Mohawk Valley", 29-2099," Health Technologists and Technicians, All Other","All health technologists and technicians not listed separately.",130,57839.32,50066.67,39005,67256.49
10,000006,"Mohawk Valley", 29-9091," Athletic Trainers","Evaluate and advise individuals to assist recovery from or avoid athletic-related injuries or illnesses, or maintain peak physical fitness.  May provide first aid or emergency care.","n/a",61552.57,58476.17,53708.02,65475.36
10,000006,"Mohawk Valley", 29-9093,"Surgical Assistants","Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site. Excludes Registered Nurses (29-1141) and Surgical Technologists (29-2055).","n/a",53284.82,51823.15,38952.62,60450.41
10,000006,"Mohawk Valley", 31-0000,"Healthcare Support Occupations","",13600,42080.3,38920.97,34928.6,45656.16
10,000006,"Mohawk Valley", 31-1120,"Home Health & Personal Care Aides","Monitor the health status of an individual with disabilities or illness, & address their routine health-related & personal care needs, such as changing bandages, dressing wounds, or administering medication; or providing personalized assistance with routine personal care & activities of daily living support.",9440,40537.66,37419.46,34245.72,43683.63
10,000006,"Mohawk Valley", 31-1131,"Nursing Assistants","Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants. Excludes Home Health Aides (31-1121), Personal Care Aides (31-1122), Orderlies (31-1132), and Psychiatric Aides (31-1133).",2210,41937.35,39968.94,37279.59,44265.72
10,000006,"Mohawk Valley", 31-1132,"Orderlies","Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Excludes Nursing Assistants (31-1131). Psychiatric orderlies are included in Psychiatric Aides (31-1133).",70,39637.78,38408.81,34128.48,42392.95
